id,name,code,user_type_id/id,chart_template_id/id,tag_ids/id,reconcile
rs_248," Other cash and cash equivalents",248,account.data_account_type_liquidity,l10n_rs.l10n_rs_chart_template,,False
rs_249,"Blocked bank accounts and cash and equivalents undervalued",249,account.data_account_type_liquidity,l10n_rs.l10n_rs_chart_template,,False
rs_270,"VAT in incoming invoices - general tax rate (except advances paid)",270,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_271,"VAT in incoming invoices - specific tax rate (except advances paid)",271,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_272,"VAT in advances paid - general tax rate",272,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_273,"VAT in advances paid - specific tax rate",273,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_274,"VAT paid for import of goods - general tax rate",274,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_275,"VAT paid for import of goods - specific tax rate",275,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_276,"VAT on services rendered by foreign suppliers",276,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_277,"VAT returned to foreign customers",277,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_278,"VAT paid to agriculture ",278,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_279,"Receivables for prepaid VAT",279,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_280,"Prepaid costs",280,account.data_account_type_prepayments,l10n_rs.l10n_rs_chart_template,,False
rs_281,"Accrued income (uninvoiced income)",281,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_282,"Other accruals for liabilities",282,account.data_account_type_current_liabilities,l10n_rs.l10n_rs_chart_template,,False
rs_288,"Deferred tax assets",288,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_289,"Other accruals",289,account.data_account_type_current_assets,l10n_rs.l10n_rs_chart_template,,False
rs_300,"Share capital ",300,account.data_account_type_equity,l10n_rs.l10n_rs_chart_template,,False
rs_301,"Stakes in limited liability companies",301,account.data_account_type_equity,l10n_rs.l10n_rs_chart_template,,False
rs_302,"Participating interests",302,account.data_account_type_equity,l10n_rs.l10n_rs_chart_template,,False
rs_303,"State owned capital",303,account.data_account_type_equity,l10n_rs.l10n_rs_chart_template,,False
rs_304,"Socially owned capital",304,account.data_account_type_equity,l10n_rs.l10n_rs_chart_template,,False
rs_305,"Stakes in co-operatives",305,account.data_account_type_equity,l10n_rs.l10n_rs_chart_template,,False
rs_306,"Share issuing premiums",306,account.data_account_type_equity,l10n_rs.l10n_rs_chart_template,,False
rs_309,"Other capital",309,account.data_account_type_equity,l10n_rs.l10n_rs_chart_template,,False
rs_310,"Subscribed share capital unpaid",310,account.data_account_type_equity,l10n_rs.l10n_rs_chart_template,,False
